timestamp,frequencia_cardiaca,spo2,pressao_sistolica,pressao_diastolica
2026-01-01 08:00:00,74.48,97.11,127.33,82.39
2026-01-01 08:01:00,78.26,97.72,120.57,81.7
2026-01-01 08:02:00,78.26,97.05,127.12,78.57
2026-01-01 08:03:00,77.42,97.29,122.02,76.71
2026-01-01 08:04:00,74.48,96.97,122.67,82.06
2026-01-01 08:05:00,73.72,96.91,121.99,77.82
2026-01-01 08:06:00,72.73,96.61,123.84,74.55
2026-01-01 08:07:00,76.6,97.22,133.9,71.26
2026-01-01 08:08:00,79.7,96.57,126.53,76.61
2026-01-01 08:09:00,79.7,97.33,111.22,81.39
2026-01-01 08:10:00,82.76,97.54,123.84,87.73
2026-01-01 08:11:00,83.4,97.18,128.11,78.92
2026-01-01 08:12:00,81.82,96.86,128.24,75.48
2026-01-01 08:13:00,79.41,97.23,118.1,73.61
2026-01-01 08:14:00,80.6,96.85,127.83,80.66
2026-01-01 08:15:00,82.13,97.47,126.64,71.51
2026-01-01 08:16:00,84.71,96.08,136.89,80.98
2026-01-01 08:17:00,86.4,96.83,117.21,82.18
2026-01-01 08:18:00,86.06,96.0,118.61,80.63
2026-01-01 08:19:00,83.4,96.25,119.42,77.79
2026-01-01 08:20:00,82.76,97.68,118.22,80.88
2026-01-01 08:21:00,79.7,97.45,115.37,79.06
2026-01-01 08:22:00,78.55,96.64,103.96,75.17
2026-01-01 08:23:00,77.42,96.25,117.75,85.6
2026-01-01 08:24:00,80.0,95.52,122.97,76.99
2026-01-01 08:25:00,81.2,96.73,117.97,81.6
2026-01-01 08:26:00,84.71,98.21,133.07,69.1
2026-01-01 08:27:00,80.6,97.22,120.92,83.55
2026-01-01 08:28:00,78.55,96.72,128.28,84.16
2026-01-01 08:29:00,73.97,97.23,121.41,78.04
2026-01-01 08:30:00,78.26,96.22,125.45,80.5
2026-01-01 08:31:00,77.98,96.85,122.12,80.47
2026-01-01 08:32:00,78.55,97.05,128.74,75.71
2026-01-01 08:33:00,80.9,96.96,121.22,80.66
2026-01-01 08:34:00,80.9,97.4,123.86,75.24
2026-01-01 08:35:00,81.82,97.17,123.22,76.11
2026-01-01 08:36:00,78.83,97.33,118.85,82.81
2026-01-01 08:37:00,77.42,96.66,122.79,82.09
2026-01-01 08:38:00,75.0,97.45,133.41,75.17
2026-01-01 08:39:00,76.06,97.81,118.54,75.15
2026-01-01 08:40:00,77.14,96.51,122.84,75.59
2026-01-01 08:41:00,82.44,96.56,128.66,81.53
2026-01-01 08:42:00,79.12,97.67,127.46,74.33
2026-01-01 08:43:00,79.41,96.9,120.73,79.78
2026-01-01 08:44:00,78.83,97.7,106.27,81.29
2026-01-01 08:45:00,79.12,96.78,123.72,77.98
2026-01-01 08:46:00,75.79,97.73,106.8,82.1
2026-01-01 08:47:00,73.72,97.07,128.63,76.68
2026-01-01 08:48:00,78.83,97.13,121.59,77.45
2026-01-01 08:49:00,82.13,97.78,127.07,74.66
2026-01-01 08:50:00,79.12,96.82,115.21,82.4
2026-01-01 08:51:00,79.7,96.53,111.39,75.31
2026-01-01 08:52:00,75.52,96.78,121.64,79.44
2026-01-01 08:53:00,73.22,97.23,119.53,77.57
2026-01-01 08:54:00,76.6,96.22,117.29,73.92
2026-01-01 08:55:00,77.7,97.32,120.91,75.78
2026-01-01 08:56:00,79.7,96.73,137.31,83.91
2026-01-01 08:57:00,77.98,97.57,125.45,79.04
2026-01-01 08:58:00,79.7,95.8,127.0,74.34
2026-01-01 08:59:00,80.6,96.61,125.9,79.67
2026-01-01 09:00:00,76.6,96.16,129.12,77.54
2026-01-01 09:01:00,72.73,96.59,118.52,91.63
2026-01-01 09:02:00,77.98,97.12,108.12,79.38
2026-01-01 09:03:00,80.9,96.91,119.75,76.95
2026-01-01 09:04:00,82.13,96.87,125.94,84.25
2026-01-01 09:05:00,85.38,96.92,115.74,71.47
2026-01-01 09:06:00,83.72,97.1,120.25,79.07
2026-01-01 09:07:00,82.44,96.5,116.97,86.57
2026-01-01 09:08:00,82.44,97.35,130.13,78.13
2026-01-01 09:09:00,81.51,97.33,125.47,71.59
2026-01-01 09:10:00,81.51,97.19,124.89,76.94
2026-01-01 09:11:00,79.12,97.28,124.35,84.15
2026-01-01 09:12:00,84.38,97.15,121.18,80.25
2026-01-01 09:13:00,89.63,98.02,123.38,75.81
2026-01-01 09:14:00,88.52,96.96,114.92,76.34
2026-01-01 09:15:00,86.06,96.85,108.54,76.65
2026-01-01 09:16:00,85.04,96.62,122.41,80.25
2026-01-01 09:17:00,83.4,96.48,123.2,84.02
2026-01-01 09:18:00,82.13,96.38,128.32,82.78
2026-01-01 09:19:00,83.4,96.56,130.69,80.5
2026-01-01 09:20:00,87.45,96.96,131.29,73.67
2026-01-01 09:21:00,87.1,97.17,115.83,73.66
2026-01-01 09:22:00,86.4,97.03,119.6,81.05
2026-01-01 09:23:00,86.75,96.62,124.64,73.56
2026-01-01 09:24:00,88.16,97.45,137.17,78.15
2026-01-01 09:25:00,81.51,97.37,129.86,79.74
2026-01-01 09:26:00,79.7,96.92,127.42,73.83
2026-01-01 09:27:00,79.12,96.67,118.29,74.23
2026-01-01 09:28:00,81.51,97.27,115.68,78.14
2026-01-01 09:29:00,82.44,97.09,125.85,80.61
2026-01-01 09:30:00,83.72,96.28,114.7,82.94
2026-01-01 09:31:00,80.3,96.97,119.36,80.85
2026-01-01 09:32:00,80.9,97.13,120.2,78.77
2026-01-01 09:33:00,80.0,96.55,130.31,75.42
2026-01-01 09:34:00,76.33,97.09,118.07,73.82
2026-01-01 09:35:00,77.42,96.27,105.73,76.15
2026-01-01 09:36:00,80.0,97.67,123.78,80.04
2026-01-01 09:37:00,83.08,97.62,117.02,79.99
2026-01-01 09:38:00,84.71,96.87,121.71,70.38
2026-01-01 09:39:00,85.38,97.18,121.04,75.69
2026-01-01 09:40:00,84.05,95.8,119.71,83.54
2026-01-01 09:41:00,78.26,96.42,125.23,78.58
2026-01-01 09:42:00,80.3,96.85,111.6,72.76
2026-01-01 09:43:00,80.3,96.46,117.69,87.85
2026-01-01 09:44:00,79.7,97.36,124.81,78.26
2026-01-01 09:45:00,80.0,98.0,117.07,79.94
2026-01-01 09:46:00,83.08,96.41,111.56,80.24
2026-01-01 09:47:00,80.0,96.58,124.76,76.93
2026-01-01 09:48:00,79.7,97.12,127.44,75.47
2026-01-01 09:49:00,77.42,97.81,120.09,86.68
2026-01-01 09:50:00,73.72,96.39,108.04,81.91
2026-01-01 09:51:00,72.0,97.12,123.79,81.05
2026-01-01 09:52:00,74.48,97.91,109.96,80.26
2026-01-01 09:53:00,78.55,96.17,122.38,74.27
2026-01-01 09:54:00,77.14,96.36,115.0,83.28
2026-01-01 09:55:00,77.7,96.79,113.45,74.84
2026-01-01 09:56:00,73.47,96.74,117.12,79.01
2026-01-01 09:57:00,73.47,97.41,118.67,71.32
2026-01-01 09:58:00,96.43,97.12,119.35,71.55
2026-01-01 09:59:00,60.85,96.11,121.41,78.14
2026-01-01 10:00:00,72.73,97.26,116.98,74.58
2026-01-01 10:01:00,76.87,96.71,126.16,70.19
2026-01-01 10:02:00,80.3,97.64,122.48,80.59
2026-01-01 10:03:00,77.7,96.69,116.22,86.7
2026-01-01 10:04:00,76.6,96.68,115.04,83.69
2026-01-01 10:05:00,73.22,97.27,109.85,76.83
2026-01-01 10:06:00,74.23,97.38,121.63,77.97
2026-01-01 10:07:00,76.06,97.22,118.03,81.64
2026-01-01 10:08:00,77.7,96.16,106.17,82.7
2026-01-01 10:09:00,77.7,97.27,117.19,76.84
2026-01-01 10:10:00,80.3,96.48,115.39,78.56
2026-01-01 10:11:00,78.55,97.12,129.99,79.49
2026-01-01 10:12:00,75.52,96.29,109.86,80.26
2026-01-01 10:13:00,75.52,97.22,111.43,77.51
2026-01-01 10:14:00,72.0,96.6,126.21,77.28
2026-01-01 10:15:00,75.79,96.36,128.26,83.58
2026-01-01 10:16:00,80.3,97.36,116.32,83.26
2026-01-01 10:17:00,80.6,97.12,117.05,80.36
2026-01-01 10:18:00,76.6,96.69,123.94,85.0
2026-01-01 10:19:00,79.7,97.73,106.74,76.83
2026-01-01 10:20:00,77.98,96.78,109.28,84.73
2026-01-01 10:21:00,79.12,97.02,118.93,80.5
2026-01-01 10:22:00,78.55,97.13,129.83,91.37
2026-01-01 10:23:00,78.83,96.69,117.96,73.54
2026-01-01 10:24:00,82.44,97.24,121.72,75.84
2026-01-01 10:25:00,84.05,96.73,128.16,80.4
2026-01-01 10:26:00,82.44,96.79,133.76,80.18
2026-01-01 10:27:00,82.13,97.68,117.61,86.37
2026-01-01 10:28:00,78.26,96.48,120.39,75.59
2026-01-01 10:29:00,79.7,95.79,131.64,82.0
2026-01-01 10:30:00,78.83,97.81,111.44,82.96
2026-01-01 10:31:00,81.51,98.27,127.14,81.34
2026-01-01 10:32:00,84.71,96.8,115.35,74.93
2026-01-01 10:33:00,82.76,96.03,121.78,84.25
2026-01-01 10:34:00,82.44,96.84,119.66,83.51
2026-01-01 10:35:00,83.4,96.86,115.51,81.07
2026-01-01 10:36:00,79.41,96.91,114.76,79.17
2026-01-01 10:37:00,75.26,96.44,121.7,78.93
2026-01-01 10:38:00,75.0,97.29,125.97,77.69
2026-01-01 10:39:00,79.12,97.26,119.84,80.89
2026-01-01 10:40:00,80.3,96.25,121.22,78.55
2026-01-01 10:41:00,79.7,97.35,124.13,74.98
2026-01-01 10:42:00,79.41,98.03,114.83,74.16
2026-01-01 10:43:00,75.79,97.09,124.56,75.06
2026-01-01 10:44:00,73.47,96.83,124.69,78.77
2026-01-01 10:45:00,71.29,96.93,135.06,77.6
2026-01-01 10:46:00,73.72,97.31,117.55,78.76
2026-01-01 10:47:00,74.48,96.13,117.17,79.96
2026-01-01 10:48:00,75.0,97.08,124.61,75.49
2026-01-01 10:49:00,76.06,96.8,125.07,83.95
2026-01-01 10:50:00,77.14,97.92,117.11,77.1
2026-01-01 10:51:00,72.73,96.91,117.24,76.08
2026-01-01 10:52:00,67.92,97.83,122.19,79.36
2026-01-01 10:53:00,69.9,96.45,114.27,70.25
2026-01-01 10:54:00,74.23,97.29,117.42,74.78
2026-01-01 10:55:00,74.74,97.16,120.5,81.9
2026-01-01 10:56:00,75.0,96.57,125.98,71.05
2026-01-01 10:57:00,75.52,97.09,116.45,82.51
2026-01-01 10:58:00,75.52,97.61,109.02,84.09
2026-01-01 10:59:00,73.22,96.84,108.23,76.38
2026-01-01 11:00:00,70.36,96.15,111.75,78.8
2026-01-01 11:01:00,71.52,96.99,111.6,82.2
2026-01-01 11:02:00,76.6,96.55,119.31,76.26
2026-01-01 11:03:00,77.14,96.83,113.19,81.64
2026-01-01 11:04:00,75.26,96.96,115.82,75.34
2026-01-01 11:05:00,73.47,96.15,115.13,75.97
2026-01-01 11:06:00,70.82,96.19,116.73,74.47
2026-01-01 11:07:00,72.24,97.24,127.52,79.15
2026-01-01 11:08:00,71.76,96.74,123.49,82.37
2026-01-01 11:09:00,74.23,95.72,119.98,77.2
2026-01-01 11:10:00,73.97,97.39,117.08,72.83
2026-01-01 11:11:00,76.33,97.14,117.6,73.78
2026-01-01 11:12:00,77.42,96.64,122.33,79.77
2026-01-01 11:13:00,71.29,96.34,122.95,85.08
2026-01-01 11:14:00,71.05,97.42,113.96,79.26
2026-01-01 11:15:00,73.47,97.17,119.99,76.33
2026-01-01 11:16:00,75.26,98.19,107.85,81.09
2026-01-01 11:17:00,76.06,97.21,121.43,77.13
2026-01-01 11:18:00,77.98,97.19,125.02,76.73
2026-01-01 11:19:00,77.14,96.92,118.64,74.34
2026-01-01 11:20:00,74.23,97.41,130.78,83.57
2026-01-01 11:21:00,75.26,97.31,114.75,67.86
2026-01-01 11:22:00,73.72,97.63,121.11,81.09
2026-01-01 11:23:00,73.47,96.74,119.56,76.02
2026-01-01 11:24:00,75.0,96.78,119.4,76.36
2026-01-01 11:25:00,80.0,96.76,120.06,85.17
2026-01-01 11:26:00,78.55,97.4,121.17,75.43
2026-01-01 11:27:00,77.98,97.75,125.53,75.52
2026-01-01 11:28:00,74.48,96.77,128.19,77.44
2026-01-01 11:29:00,73.97,96.79,119.83,79.57
2026-01-01 11:30:00,75.26,97.16,124.93,76.25
2026-01-01 11:31:00,75.79,96.88,115.91,71.77
2026-01-01 11:32:00,76.6,97.48,124.84,74.66
2026-01-01 11:33:00,79.7,95.87,116.13,83.5
2026-01-01 11:34:00,81.51,96.59,127.52,78.82
2026-01-01 11:35:00,78.83,96.61,133.84,80.11
2026-01-01 11:36:00,77.14,95.84,119.59,77.13
2026-01-01 11:37:00,75.26,96.52,106.88,75.38
2026-01-01 11:38:00,76.06,96.54,116.87,84.79
2026-01-01 11:39:00,77.7,96.9,127.8,77.46
2026-01-01 11:40:00,81.2,97.56,124.25,76.72
2026-01-01 11:41:00,78.55,96.88,122.03,82.67
2026-01-01 11:42:00,80.9,96.48,126.94,75.58
2026-01-01 11:43:00,79.12,96.97,123.52,75.95
2026-01-01 11:44:00,77.14,97.52,127.63,78.21
2026-01-01 11:45:00,77.42,96.51,125.88,78.19
2026-01-01 11:46:00,77.7,96.54,129.53,79.25
2026-01-01 11:47:00,78.83,97.28,122.73,86.67
2026-01-01 11:48:00,82.76,96.89,126.6,79.97
2026-01-01 11:49:00,82.76,97.32,119.32,69.11
2026-01-01 11:50:00,79.41,96.99,117.05,79.66
2026-01-01 11:51:00,78.55,97.35,130.77,78.44
2026-01-01 11:52:00,76.6,96.48,121.54,78.3
2026-01-01 11:53:00,75.52,96.99,124.91,79.03
2026-01-01 11:54:00,75.52,96.89,120.82,77.93
2026-01-01 11:55:00,79.12,96.39,117.1,78.12
2026-01-01 11:56:00,77.14,96.22,120.39,80.62
2026-01-01 11:57:00,77.7,97.34,129.02,76.05
2026-01-01 11:58:00,78.55,96.82,123.86,74.49
2026-01-01 11:59:00,77.14,96.49,110.05,90.27
2026-01-01 12:00:00,71.05,96.95,118.12,74.82
2026-01-01 12:01:00,71.76,97.56,130.21,78.14
2026-01-01 12:02:00,77.7,95.86,119.12,72.23
2026-01-01 12:03:00,77.42,96.25,109.56,78.66
2026-01-01 12:04:00,79.41,96.54,132.02,74.62
2026-01-01 12:05:00,77.42,97.73,124.46,76.42
2026-01-01 12:06:00,77.98,97.14,120.03,82.42
2026-01-01 12:07:00,75.52,97.38,117.85,79.93
2026-01-01 12:08:00,74.23,96.43,126.38,80.21
2026-01-01 12:09:00,71.29,96.44,116.19,70.62
2026-01-01 12:10:00,77.14,97.22,127.21,85.52
2026-01-01 12:11:00,79.12,97.03,123.87,73.56
2026-01-01 12:12:00,79.7,97.27,122.17,84.49
2026-01-01 12:13:00,78.83,96.91,121.45,82.39
2026-01-01 12:14:00,77.7,97.14,119.35,80.53
2026-01-01 12:15:00,73.97,97.08,126.12,74.5
2026-01-01 12:16:00,74.23,97.39,114.69,78.54
2026-01-01 12:17:00,74.48,97.4,110.19,76.07
2026-01-01 12:18:00,76.33,96.19,123.89,78.22
2026-01-01 12:19:00,77.7,95.88,124.19,77.22
2026-01-01 12:20:00,78.55,97.5,123.41,70.13
2026-01-01 12:21:00,78.26,97.59,122.94,82.75
2026-01-01 12:22:00,77.42,96.49,118.44,77.87
2026-01-01 12:23:00,74.48,96.07,124.65,76.02
2026-01-01 12:24:00,72.73,97.05,119.39,75.58
2026-01-01 12:25:00,77.98,97.47,117.52,79.67
2026-01-01 12:26:00,78.83,97.9,118.7,74.73
2026-01-01 12:27:00,78.55,97.26,132.66,69.26
2026-01-01 12:28:00,76.87,96.81,109.87,79.78
2026-01-01 12:29:00,80.6,96.55,123.84,80.52
2026-01-01 12:30:00,77.14,97.01,110.25,77.37
2026-01-01 12:31:00,75.0,96.85,119.35,73.41
2026-01-01 12:32:00,75.26,96.49,117.44,78.38
2026-01-01 12:33:00,76.06,98.02,107.65,72.23
2026-01-01 12:34:00,79.12,97.89,122.95,74.22
2026-01-01 12:35:00,80.9,97.57,118.6,75.47
2026-01-01 12:36:00,78.55,96.54,107.94,81.66
2026-01-01 12:37:00,76.33,97.43,125.24,76.66
2026-01-01 12:38:00,75.26,97.32,128.65,76.23
2026-01-01 12:39:00,74.23,97.22,128.82,85.76
2026-01-01 12:40:00,74.48,97.62,122.08,79.37
2026-01-01 12:41:00,77.42,97.32,120.64,79.55
2026-01-01 12:42:00,77.14,97.37,128.29,76.69
2026-01-01 12:43:00,77.7,97.32,130.5,75.83
2026-01-01 12:44:00,77.42,97.17,127.16,69.45
2026-01-01 12:45:00,77.98,96.11,114.8,82.11
2026-01-01 12:46:00,72.48,97.04,120.83,79.59
2026-01-01 12:47:00,73.47,96.72,122.41,77.16
2026-01-01 12:48:00,75.26,96.36,109.18,77.47
2026-01-01 12:49:00,80.3,97.84,123.61,81.37
2026-01-01 12:50:00,78.83,97.86,134.21,72.09
2026-01-01 12:51:00,76.33,97.68,124.04,75.75
2026-01-01 12:52:00,76.06,97.13,129.0,73.54
2026-01-01 12:53:00,75.79,97.68,121.22,85.15
2026-01-01 12:54:00,73.72,97.01,119.37,81.4
2026-01-01 12:55:00,72.0,97.1,121.84,68.95
2026-01-01 12:56:00,75.52,96.45,115.18,71.99
2026-01-01 12:57:00,78.55,97.2,114.75,77.75
2026-01-01 12:58:00,78.55,97.03,128.13,76.39
2026-01-01 12:59:00,77.98,96.35,128.68,72.94
2026-01-01 13:00:00,77.98,96.97,114.5,86.02
2026-01-01 13:01:00,73.47,96.96,125.58,79.13
2026-01-01 13:02:00,74.23,97.9,119.36,79.84
2026-01-01 13:03:00,75.79,97.45,122.16,75.3
2026-01-01 13:04:00,78.26,97.01,123.25,81.15
2026-01-01 13:05:00,77.14,97.12,126.29,76.65
2026-01-01 13:06:00,78.26,97.02,120.99,77.13
2026-01-01 13:07:00,81.82,96.9,129.48,80.99
2026-01-01 13:08:00,76.87,96.46,122.14,71.63
2026-01-01 13:09:00,73.72,96.92,123.55,84.29
2026-01-01 13:10:00,73.47,96.63,114.77,78.61
2026-01-01 13:11:00,77.14,96.37,133.27,83.3
2026-01-01 13:12:00,77.98,97.26,123.27,73.94
2026-01-01 13:13:00,79.7,97.2,124.98,74.68
2026-01-01 13:14:00,76.87,96.11,110.63,73.5
2026-01-01 13:15:00,79.41,96.94,115.73,79.35
2026-01-01 13:16:00,77.98,97.5,127.87,78.5
2026-01-01 13:17:00,74.48,97.53,121.64,76.1
2026-01-01 13:18:00,76.87,97.51,108.8,74.09
2026-01-01 13:19:00,76.33,97.02,126.43,73.04
2026-01-01 13:20:00,78.55,96.58,117.27,78.09
2026-01-01 13:21:00,79.12,96.46,129.09,76.47
2026-01-01 13:22:00,82.13,97.17,120.54,75.83
2026-01-01 13:23:00,77.7,97.19,121.63,84.4
2026-01-01 13:24:00,73.97,97.64,126.92,77.59
2026-01-01 13:25:00,75.52,97.55,114.69,83.12
2026-01-01 13:26:00,76.6,96.93,114.28,75.99
2026-01-01 13:27:00,76.06,96.38,118.98,79.06
2026-01-01 13:28:00,78.26,96.84,125.45,78.04
2026-01-01 13:29:00,77.7,97.11,112.42,71.43
2026-01-01 13:30:00,79.7,96.9,110.7,84.09
2026-01-01 13:31:00,78.26,96.71,125.43,77.72
2026-01-01 13:32:00,72.73,97.13,116.04,80.8
2026-01-01 13:33:00,72.24,96.75,117.23,74.77
2026-01-01 13:34:00,76.87,96.69,109.14,77.49
2026-01-01 13:35:00,78.55,97.16,116.46,74.82
2026-01-01 13:36:00,77.98,96.8,120.4,83.18
2026-01-01 13:37:00,80.3,97.12,126.38,79.67
2026-01-01 13:38:00,79.12,97.14,115.99,79.8
2026-01-01 13:39:00,76.06,96.43,130.1,83.52
2026-01-01 13:40:00,75.79,96.76,116.01,82.69
2026-01-01 13:41:00,75.26,97.72,115.94,81.08
2026-01-01 13:42:00,75.26,96.42,129.26,72.33
2026-01-01 13:43:00,78.26,95.94,121.76,75.48
2026-01-01 13:44:00,81.82,96.07,117.71,74.53
2026-01-01 13:45:00,80.3,97.01,119.86,81.33
2026-01-01 13:46:00,78.55,97.02,128.65,78.97
2026-01-01 13:47:00,74.48,96.94,128.72,72.4
2026-01-01 13:48:00,72.48,97.61,114.72,77.04
2026-01-01 13:49:00,76.87,95.66,120.03,72.17
2026-01-01 13:50:00,77.14,97.2,120.86,77.96
2026-01-01 13:51:00,76.6,97.78,114.32,71.51
2026-01-01 13:52:00,78.83,96.44,120.24,80.42
2026-01-01 13:53:00,82.13,96.81,121.1,80.08
2026-01-01 13:54:00,77.7,96.62,127.25,85.85
2026-01-01 13:55:00,74.48,96.55,127.17,81.35
2026-01-01 13:56:00,75.0,96.84,118.02,76.31
2026-01-01 13:57:00,75.26,97.71,118.76,81.29
2026-01-01 13:58:00,79.12,97.92,124.6,72.74
2026-01-01 13:59:00,80.9,96.83,117.37,74.62
2026-01-01 14:00:00,78.83,97.95,124.11,79.64
2026-01-01 14:01:00,79.12,97.02,120.09,69.7
2026-01-01 14:02:00,78.26,97.88,114.67,78.11
2026-01-01 14:03:00,76.06,96.95,114.42,74.0
2026-01-01 14:04:00,77.42,97.07,129.05,78.6
2026-01-01 14:05:00,80.0,97.18,119.81,74.09
2026-01-01 14:06:00,78.55,98.59,130.37,79.98
2026-01-01 14:07:00,80.6,97.43,117.76,78.53
2026-01-01 14:08:00,84.38,96.65,123.15,84.35
2026-01-01 14:09:00,85.38,97.48,135.91,78.86
2026-01-01 14:10:00,80.0,96.82,114.41,75.33
2026-01-01 14:11:00,80.9,96.76,109.5,77.48
2026-01-01 14:12:00,83.4,97.45,128.98,73.29
2026-01-01 14:13:00,83.4,97.02,116.3,80.3
2026-01-01 14:14:00,83.4,97.14,121.14,81.03
2026-01-01 14:15:00,87.45,97.01,118.35,88.87
2026-01-01 14:16:00,85.38,97.17,123.17,76.34
2026-01-01 14:17:00,84.38,97.21,115.7,77.68
2026-01-01 14:18:00,84.71,96.03,120.38,76.47
2026-01-01 14:19:00,81.51,97.33,123.68,79.37
2026-01-01 14:20:00,76.33,96.51,114.15,79.63
2026-01-01 14:21:00,80.0,96.28,116.55,78.19
2026-01-01 14:22:00,80.6,96.97,118.76,82.79
2026-01-01 14:23:00,84.71,97.04,112.88,76.31
2026-01-01 14:24:00,82.44,96.65,118.58,82.54
2026-01-01 14:25:00,80.3,97.42,121.51,80.58
2026-01-01 14:26:00,78.26,96.33,118.09,78.21
2026-01-01 14:27:00,78.83,96.8,118.95,77.05
2026-01-01 14:28:00,75.26,96.71,119.92,87.73
2026-01-01 14:29:00,73.22,96.98,115.8,74.59
2026-01-01 14:30:00,75.0,97.14,124.15,79.19
2026-01-01 14:31:00,81.2,96.5,129.55,75.5
2026-01-01 14:32:00,80.6,97.36,118.05,85.59
2026-01-01 14:33:00,79.12,97.03,123.53,81.88
2026-01-01 14:34:00,78.55,96.05,119.09,75.57
2026-01-01 14:35:00,76.33,96.02,122.39,80.16
2026-01-01 14:36:00,75.52,96.99,129.47,79.07
2026-01-01 14:37:00,73.97,96.89,122.9,75.85
2026-01-01 14:38:00,77.14,96.95,109.68,81.2
2026-01-01 14:39:00,78.55,96.99,123.26,79.84
2026-01-01 14:40:00,79.12,97.11,128.02,79.19
2026-01-01 14:41:00,76.6,97.47,118.91,77.96
2026-01-01 14:42:00,75.79,96.44,126.09,79.79
2026-01-01 14:43:00,75.79,96.41,115.98,78.98
2026-01-01 14:44:00,72.0,96.45,110.64,78.0
2026-01-01 14:45:00,71.52,97.14,120.33,75.16
2026-01-01 14:46:00,76.87,97.62,109.74,84.92
2026-01-01 14:47:00,80.3,96.78,119.36,74.22
2026-01-01 14:48:00,76.06,95.75,127.88,79.8
2026-01-01 14:49:00,74.23,96.15,108.43,76.66
2026-01-01 14:50:00,72.24,96.58,111.91,84.82
2026-01-01 14:51:00,76.06,96.72,113.97,74.47
2026-01-01 14:52:00,74.23,96.8,119.5,75.0
2026-01-01 14:53:00,72.73,97.02,117.46,73.94
2026-01-01 14:54:00,75.79,96.84,128.51,79.36
2026-01-01 14:55:00,80.3,97.52,126.52,72.93
2026-01-01 14:56:00,79.41,96.66,123.63,76.44
2026-01-01 14:57:00,71.29,96.57,120.32,69.09
2026-01-01 14:58:00,70.59,97.24,121.7,78.61
2026-01-01 14:59:00,77.42,96.23,115.19,76.19
2026-01-01 15:00:00,76.33,97.19,125.34,72.15
2026-01-01 15:01:00,75.79,97.05,113.45,82.41
2026-01-01 15:02:00,74.74,96.93,124.97,72.75
2026-01-01 15:03:00,80.6,97.79,127.96,81.64
2026-01-01 15:04:00,77.98,96.69,121.71,75.43
2026-01-01 15:05:00,75.0,98.03,118.94,84.41
2026-01-01 15:06:00,72.73,96.89,122.06,80.82
2026-01-01 15:07:00,76.6,96.36,103.07,74.1
2026-01-01 15:08:00,79.7,97.03,122.52,74.71
2026-01-01 15:09:00,84.38,96.46,120.73,81.17
2026-01-01 15:10:00,83.08,96.62,120.91,77.6
2026-01-01 15:11:00,85.71,97.2,125.85,78.18
2026-01-01 15:12:00,83.4,97.28,120.81,83.76
2026-01-01 15:13:00,80.6,96.69,114.0,75.45
2026-01-01 15:14:00,78.55,97.49,119.68,78.65
2026-01-01 15:15:00,82.76,97.58,121.57,82.44
2026-01-01 15:16:00,80.0,97.72,121.44,81.64
2026-01-01 15:17:00,81.51,97.26,121.95,77.88
2026-01-01 15:18:00,83.72,97.68,127.54,77.54
2026-01-01 15:19:00,86.06,96.06,115.14,71.93
2026-01-01 15:20:00,80.9,96.84,121.94,74.25
2026-01-01 15:21:00,77.14,96.57,128.06,79.44
2026-01-01 15:22:00,75.79,97.06,109.71,77.51
2026-01-01 15:23:00,79.12,96.71,121.7,78.63
2026-01-01 15:24:00,77.7,96.92,116.89,82.37
2026-01-01 15:25:00,79.12,97.94,118.39,73.58
2026-01-01 15:26:00,78.55,96.92,115.1,77.34
2026-01-01 15:27:00,79.12,97.21,119.6,79.08
2026-01-01 15:28:00,79.12,96.88,131.67,75.51
2026-01-01 15:29:00,75.0,97.04,112.41,83.73
2026-01-01 15:30:00,74.23,97.0,112.87,81.57
2026-01-01 15:31:00,74.48,97.22,112.11,79.12
2026-01-01 15:32:00,75.52,97.58,130.44,85.22
2026-01-01 15:33:00,76.6,97.82,117.47,72.13
2026-01-01 15:34:00,79.12,97.15,120.46,78.3
2026-01-01 15:35:00,74.48,97.29,117.51,79.42
2026-01-01 15:36:00,73.97,96.42,114.18,74.26
2026-01-01 15:37:00,72.73,96.96,118.25,79.02
2026-01-01 15:38:00,72.97,97.47,134.45,73.41
2026-01-01 15:39:00,74.23,97.43,128.24,80.7
2026-01-01 15:40:00,74.48,97.11,114.8,82.19
2026-01-01 15:41:00,75.26,97.44,123.92,79.11
2026-01-01 15:42:00,76.06,97.25,115.17,70.67
2026-01-01 15:43:00,78.26,97.6,109.83,74.39
2026-01-01 15:44:00,71.05,97.14,125.52,79.94
2026-01-01 15:45:00,72.24,96.82,126.55,77.86
2026-01-01 15:46:00,76.6,97.17,126.52,67.35
2026-01-01 15:47:00,76.06,95.53,117.34,83.06
2026-01-01 15:48:00,77.42,97.19,119.36,78.74
2026-01-01 15:49:00,77.42,95.18,124.86,74.92
2026-01-01 15:50:00,76.6,96.14,122.59,82.11
2026-01-01 15:51:00,75.79,97.23,117.76,75.35
2026-01-01 15:52:00,74.23,97.24,110.17,75.18
2026-01-01 15:53:00,72.73,96.42,120.34,79.25
2026-01-01 15:54:00,73.72,96.64,126.28,85.02
2026-01-01 15:55:00,79.7,97.69,113.52,84.87
2026-01-01 15:56:00,79.12,96.76,124.45,79.77
2026-01-01 15:57:00,78.26,98.12,122.48,80.11
2026-01-01 15:58:00,75.52,97.0,124.58,81.21
2026-01-01 15:59:00,72.97,97.2,124.93,72.81
2026-01-01 16:00:00,73.97,97.81,115.68,80.49
